log(chl);log(rrs443);log(rrs490);log(rrs510);log(rrs560);DOY
0.525044807;-2.917854698;-2.828492942;-2.686037709;-2.49413782;277
-0.100179498;-2.590229472;-2.603462942;-2.633571813;-2.819518287;165
0.190331698;-3.357520641;-3.381533508;-3.228783775;-2.997282022;213
0.283414312;-2.73841718;-2.773311956;-2.786980307;-2.922150822;165
-0.014573526;-2.336186512;-2.280545984;-2.291597543;-2.383127973;234
0.423655393;-2.79602716;-2.802518472;-2.825847118;-2.860218169;254
-0.069942875;-2.589505023;-2.629446573;-2.661735794;-2.847699422;235
0.287241711;-2.69068268;-2.64066187;-2.665619241;-2.793619437;255
0.122707254;-2.798264313;-2.733074833;-2.714201758;-2.75663846;264
-0.793174124;-2.326819881;-2.424987525;-2.562036463;-2.873348206;162
-0.099086932;-2.341688614;-2.379884046;-2.456737885;-2.657558566;229
-0.68613278;-2.53899878;-2.605538863;-2.731716025;-2.983464714;134
-0.164626548;-2.434004452;-2.492358091;-2.540462319;-2.729922373;241
-0.649751982;-2.307348954;-2.409023486;-2.557253935;-2.930081904;92
0.332236415;-2.579216743;-2.621399899;-2.616285503;-2.8202159;134
-0.213248578;-2.395737757;-2.490592346;-2.601337579;-2.866736125;161
-0.285879892;-2.646184328;-2.691204949;-2.718291614;-2.895855133;132
-0.274088368;-2.435334291;-2.465949767;-2.517795946;-2.67861328;236
-0.093934455;-2.526813856;-2.59806261;-2.666827294;-2.876783612;146
-0.087777943;-1.824472647;-1.81024324;-1.84894328;-2.023810836;233
-1.107905397;-2.282688729;-2.347760333;-2.471615572;-2.766503596;197
0.432167269;-2.501617346;-2.555007197;-2.630414778;-2.841184751;110
0.164501561;-2.399083708;-2.326468935;-2.325772767;-2.37953538;233
0.338456494;-2.453720954;-2.377617785;-2.400086048;-2.506726999;175
0.667359546;-2.522308746;-2.523985579;-2.520863092;-2.516402434;153
0.251881455;-2.736249634;-2.647002738;-2.633648404;-2.676100551;251
-0.400116928;-2.391375138;-2.47682942;-2.558953728;-2.85655955;126
-0.732828272;-2.309727792;-2.351985903;-2.415911438;-2.639988749;226
0.433209609;-2.865528042;-2.755499479;-2.764999845;-2.837211336;120
0.523980455;-2.677223098;-2.613588259;-2.56835709;-2.56915738;159
-0.586700236;-2.310732974;-2.402551094;-2.532446647;-2.838042955;162
-0.234331445;-2.939132252;-2.754357803;-2.747236749;-2.812770128;255
0.321080365;-2.699888639;-2.751242032;-2.737752341;-2.88994052;102
1.192706807;-2.654131475;-2.539288688;-2.515644204;-2.398800111;170
-0.44551084;-2.474666192;-2.494992005;-2.572433401;-2.809575009;215
-0.010327752;-2.450094735;-2.495886371;-2.578153002;-2.792745706;168
-0.345342245;-2.676056262;-2.628287089;-2.61609904;-2.644945216;165
0.108666483;-2.468465011;-2.491467318;-2.544103289;-2.777611844;162
-0.732828272;-2.245472249;-2.357883054;-2.478738709;-2.820573173;117
-0.20481541;-2.326928105;-2.26203292;-2.273753633;-2.355770237;221
0.597640347;-2.406174391;-2.585488419;-2.52197245;-2.582632616;153
-0.608183076;-2.359524526;-2.436499692;-2.552231594;-2.857186146;255
-0.721246399;-2.365734387;-2.390145839;-2.459351867;-2.635129451;173
-0.488116639;-1.958554137;-2.029273445;-2.142565456;-2.403507258;239
0.194680813;-2.633790413;-2.57775826;-2.589055996;-2.710068295;187
-0.326058001;-2.405668454;-2.461386935;-2.537138603;-2.812271488;162
-0.688246139;-2.297261431;-2.335675401;-2.422143684;-2.645540808;189
-0.472370099;-2.396409324;-2.42071201;-2.505663514;-2.738430259;250
-0.045757491;-2.510973653;-2.510850004;-2.551384412;-2.735761071;149
-0.118330092;-2.4915853;-2.535636109;-2.610148803;-2.799483282;251
0.770852012;-3.100915249;-3.034927713;-2.91695736;-2.747547481;153
-0.129888845;-2.380202452;-2.430943206;-2.480077416;-2.652448112;169
1.298853068;-2.669494101;-2.544014217;-2.502529619;-2.373439974;172
-0.739928612;-2.282271595;-2.342496786;-2.455972781;-2.723417805;215
0.469822016;-3.215380568;-3.071383983;-2.985713472;-2.834288977;232
-0.336299075;-2.421578106;-2.473713332;-2.557829521;-2.805294222;156
0.031610415;-2.591838927;-2.561076209;-2.578511736;-2.695164931;251
0.036229544;-2.818828946;-2.817701213;-2.812510583;-2.905723526;128
-0.63921731;-2.282150325;-2.385820173;-2.526063786;-2.894100657;105
-0.519518756;-2.304713012;-2.392485466;-2.522685383;-2.855465021;116
0.72427587;-3.342512937;-3.248178367;-3.068266079;-2.896144987;257
-0.315603522;-2.531458758;-2.549855166;-2.58524987;-2.738725233;244
-0.181939143;-2.69627188;-2.712370231;-2.739447575;-2.941771047;147
-0.310691141;-2.32511967;-2.24244395;-2.27977014;-2.406909188;230
-0.215382707;-1.869345165;-1.814143244;-1.845615319;-1.980314471;233
-0.369572125;-2.665641965;-2.643342102;-2.687589897;-2.852788202;259
-0.13534062;-1.915648326;-1.875837835;-1.886914458;-2.009470728;245
-0.552841969;-2.478058561;-2.474067547;-2.509510432;-2.663352779;180
-0.018861217;-2.018022603;-2.182180804;-2.243771453;-2.42903033;212
-0.031517051;-2.751328008;-2.582199264;-2.498333698;-2.469516886;157
-0.418505458;-2.304701712;-2.382017314;-2.490989659;-2.800033759;140
-0.497914441;-2.051941315;-2.060477952;-2.138605578;-2.354062582;247
-0.289603354;-2.491947931;-2.43639517;-2.489572292;-2.660470254;220
-1.045757491;-2.297936787;-2.3653425;-2.470636643;-2.744269074;189
-0.488116639;-2.316802156;-2.405572089;-2.523637251;-2.857995562;116
-0.177831921;-2.432753718;-2.426551425;-2.48838759;-2.668959793;271
0.058691683;-2.469853215;-2.500306183;-2.551517995;-2.754228313;162
0.184691431;-2.409922809;-2.406921824;-2.441427138;-2.537710739;237
-0.282953932;-2.526407352;-2.557209751;-2.616034272;-2.81747636;244
0.335558188;-2.910316329;-2.956969563;-2.880509536;-2.991412602;103
0.32888904;-2.725225798;-2.616540111;-2.589502154;-2.617441418;247
-0.153353671;-2.43386208;-2.401841594;-2.453404163;-2.631061326;248
-1.036212173;-2.386826936;-2.451100785;-2.556581008;-2.820552199;200
-0.2915791;-2.461187696;-2.504596519;-2.572678811;-2.805007227;97
-0.01300446;-2.753187383;-2.70321397;-2.739751351;-2.926848251;148
-0.151195299;-2.743508598;-2.687528346;-2.702925055;-2.810172937;172
-0.572676214;-2.418300596;-2.508254755;-2.573832081;-2.827891477;95
-0.130768274;-2.362293978;-2.394474091;-2.474650516;-2.706382911;171
0.003675903;-2.613251944;-2.624081918;-2.596855276;-2.600531362;164
-0.564633493;-2.243714131;-2.361533007;-2.489190472;-2.833175145;112
-0.292216987;-1.835160145;-1.833707301;-1.912184982;-2.125957512;244
-0.568636236;-2.353576177;-2.445529254;-2.572438918;-2.901528642;116
-0.191114133;-2.408127022;-2.415437553;-2.472912468;-2.644024845;183
-0.488116639;-2.57165524;-2.499684333;-2.492744868;-2.574068999;185
0.007107383;-2.355932147;-2.338947948;-2.366778152;-2.533883335;248
-0.869666232;-2.318285097;-2.369781288;-2.471044498;-2.717757523;189
0.095866453;-2.297168357;-2.268795663;-2.319022948;-2.489227045;103
-0.190440285;-2.561043331;-2.563838626;-2.583577693;-2.778846156;154
-0.142969202;-2.601391519;-2.594050009;-2.638193054;-2.853560625;124
-1.494850022;-2.339080665;-2.395632122;-2.485124326;-2.782139304;202
-0.388807939;-2.432655621;-2.456844187;-2.509988397;-2.713043279;246
0.366796383;-2.953381549;-2.993682028;-2.920789078;-2.951517022;149
0.117602692;-2.35971747;-2.348382729;-2.397539231;-2.523228783;178
-0.136231176;-1.634995868;-1.608509492;-1.637791326;-1.802471372;237
-1.045757491;-2.260860821;-2.322128263;-2.430429356;-2.674508967;189
-0.032452024;-2.588713718;-2.55613849;-2.544515598;-2.63962625;155
0.176091259;-3.142612617;-3.142529999;-3.053959626;-2.772450068;216
-0.266642212;-2.356006766;-2.422666896;-2.533245192;-2.800301032;220
0.232106293;-2.503188485;-2.476718243;-2.491198478;-2.561384247;220
-0.197226275;-2.327679969;-2.363690672;-2.460205024;-2.725843075;162
-0.863279433;-2.224166819;-2.306417254;-2.422302935;-2.72899318;180
-0.54668166;-2.599644746;-2.580643264;-2.645012908;-2.853330984;259
-0.58211331;-1.747612763;-1.773785512;-1.87678371;-2.119095101;185
0.223106381;-2.458221501;-2.409003438;-2.419661204;-2.467119808;196
-0.121478204;-2.805776858;-2.81778856;-2.855314665;-3.016679134;260
-0.095961031;-2.943854685;-2.838011251;-2.828303963;-2.893985645;253
-0.283996656;-2.133526693;-2.234785196;-2.330778638;-2.598206532;162
-0.758204569;-2.221573132;-2.349521028;-2.505106621;-2.825337311;137
0.086359831;-2.481269756;-2.494263713;-2.53093048;-2.699171346;170
-0.023077149;-2.944470304;-2.886604538;-2.861372413;-2.946939236;106
-0.398483216;-2.297938857;-2.361285767;-2.484204283;-2.765528274;186
-1.22184875;-2.19404938;-2.255981374;-2.360686566;-2.712395762;184
0.173477643;-2.398277261;-2.336507605;-2.339306188;-2.389182647;234
-0.625251654;-2.256541115;-2.354682288;-2.493214323;-2.850856664;96
-0.70923105;-2.247341279;-2.301634085;-2.406407708;-2.649207903;215
-0.107905397;-1.713723528;-1.702505945;-1.740949042;-1.871825595;241
0.302222666;-2.693911815;-2.795787197;-2.810525969;-2.992972947;100
-0.204467557;-2.373871698;-2.428045215;-2.506481863;-2.714107311;219
-0.521433504;-2.241616695;-2.325868407;-2.464775525;-2.755086134;185
-0.129888845;-1.570065484;-1.511652561;-1.531358439;-1.617353147;229
-0.37934352;-2.254357872;-2.40228979;-2.560189214;-2.902699645;129
-0.759450752;-2.25176242;-2.396806786;-2.532712073;-2.812102114;103
0.944482672;-3.238817413;-3.0986534;-2.950579612;-2.729929369;176
0.353916231;-2.589216526;-2.535277123;-2.496804531;-2.493397431;233
-0.525783736;-2.35431134;-2.377840397;-2.435052386;-2.615999829;184
-1.045757491;-2.313005362;-2.367301635;-2.466068128;-2.729158887;189
-0.089375595;-2.62392624;-2.669372379;-2.71026549;-2.911308016;133
-0.432973634;-2.460720358;-2.481577403;-2.541650618;-2.782124841;153
0.799340549;-3.339929876;-3.37511897;-3.245511764;-3.004147274;206
0.319730494;-2.679544208;-2.675216029;-2.652739282;-2.677554104;234
-0.296064109;-2.36700852;-2.471800091;-2.58082619;-2.885033254;140
-0.244125144;-2.36281218;-2.437249642;-2.538913303;-2.839004752;147
-1.190440285;-2.569359697;-2.58286674;-2.739801683;-3.115160473;147
0.053654558;-2.118759809;-2.132613486;-2.158276288;-2.317314243;238
-0.052566278;-2.359238697;-2.358572594;-2.377734155;-2.519569611;156
-0.217716815;-2.440653893;-2.524324745;-2.615580273;-2.928058741;119
0.612783857;-3.256776462;-3.164696345;-3.053975362;-2.849015577;189
-0.395773947;-2.375304026;-2.420119955;-2.513686577;-2.758252107;214
-0.417936637;-2.530722297;-2.534277134;-2.599501038;-2.856621669;109
-0.084336396;-2.591544807;-2.577465148;-2.535491674;-2.569226312;188
-0.33866066;-2.386624;-2.401029031;-2.435160844;-2.600288907;231
0.024485668;-2.680671747;-2.675556618;-2.66959333;-2.836826992;244
-0.723538196;-2.30603979;-2.402054838;-2.52663757;-2.836323206;248
0.434568904;-2.382760967;-2.422228756;-2.464702841;-2.594721103;184
-0.400116928;-2.609929222;-2.575022862;-2.590558228;-2.720351532;232
-0.065501549;-2.340679772;-2.22264663;-2.206736674;-2.270060734;265
-0.924453039;-2.678231571;-2.706945207;-2.716664391;-2.81691559;135
-0.767639288;-2.603632549;-2.627740112;-2.740756708;-3.050833542;259
-0.661543506;-2.349445087;-2.437256774;-2.507386961;-2.805134757;104
0.321184027;-2.74750717;-2.771680245;-2.782929227;-2.913526271;103
-0.440093375;-2.588763753;-2.576361144;-2.690612594;-3.021742769;130
0.372175286;-2.597162291;-2.566325353;-2.536781811;-2.548601073;233
0.991226076;-3.209987323;-3.076570487;-2.903088945;-2.678816387;167
0.081887139;-2.59082832;-2.55239689;-2.557884438;-2.684292199;239
-0.32330639;-2.403643317;-2.484617929;-2.574600947;-2.842208498;122
0.429913698;-2.788466461;-2.630065553;-2.589924783;-2.543513717;170
-0.510041521;-1.824875223;-1.790919309;-1.83806156;-1.994808115;234
-0.866461092;-2.422047495;-2.455602637;-2.570743809;-2.849067423;195
-0.594312213;-2.555634132;-2.581642022;-2.62778195;-2.791472116;255
-0.587539453;-1.772665946;-1.814363999;-1.929725646;-2.188351948;247
-0.098541679;-2.440884919;-2.347063979;-2.337566027;-2.372536131;231
0.505149978;-3.560555194;-3.880021987;-3.500520494;-3.352879251;182
-0.168706256;-2.385012456;-2.450887197;-2.550097233;-2.823497803;220
-0.129742445;-2.654345588;-2.552294947;-2.581829182;-2.712370007;245
0.350151067;-2.828663856;-2.826300751;-2.822646491;-2.938645173;98
-0.395773947;-2.586122623;-2.552250335;-2.61888817;-2.8259847;214
-0.13076828;-2.56516948;-2.544841342;-2.578729983;-2.679249447;246
0.39915644;-2.556690221;-2.597165555;-2.630478945;-2.776934933;242
-0.2069084;-2.534002284;-2.563044416;-2.607203715;-2.796878957;244
-0.11662251;-2.366236627;-2.352974296;-2.355887599;-2.473887623;152
-0.010995384;-2.382471379;-2.433039313;-2.480887015;-2.675403978;259
0.421850615;-2.703412683;-2.634891814;-2.614950982;-2.703769761;148
0.002943207;-2.505852087;-2.509000603;-2.546933134;-2.702208422;253
0.042181595;-1.511004515;-1.480557413;-1.504255503;-1.608841059;246
0.175801633;-2.659588607;-2.593737516;-2.570052574;-2.603329464;233
-0.580870692;-2.35475227;-2.435447435;-2.519949055;-2.804899132;94
0.010723865;-2.690349609;-2.660678767;-2.645031319;-2.676323716;164
0.20709554;-2.746656421;-2.696682314;-2.637694936;-2.645964974;155
0.342422681;-2.759913997;-2.764969762;-2.792473614;-2.955895536;99
-0.756961951;-2.42200113;-2.511570706;-2.628182103;-2.949883298;259
0.048053173;-2.417372534;-2.437742832;-2.494109367;-2.746015881;159
0.419178939;-2.773192662;-2.760644204;-2.714113607;-2.677837167;159
-0.133122186;-2.464389581;-2.539912444;-2.553888949;-2.735877605;155
0.089021501;-2.720874893;-2.730537726;-2.747411994;-2.899333133;139
-0.643018599;-2.356791979;-2.416270305;-2.528559099;-2.805297828;205
-0.416234632;-2.384732105;-2.454456993;-2.529636117;-2.725758072;227
0.009790719;-2.662432328;-2.644831908;-2.668410961;-2.819144412;271
-0.096910013;-2.63617337;-2.653962688;-2.693558888;-2.898159824;181
0.532372134;-2.970853323;-2.878252429;-2.825515123;-2.860648997;101
-0.182104243;-2.403658279;-2.345867853;-2.351867834;-2.422996999;219
-0.311580178;-2.548814934;-2.543033659;-2.563947611;-2.703734413;193
0.199206479;-2.424189228;-2.470363071;-2.550181858;-2.783236002;170
-0.53387413;-2.435758497;-2.520283499;-2.64541122;-2.937000467;129
-0.207608311;-2.853983654;-2.756648876;-2.749997902;-2.798575562;231
-0.714442691;-2.085572584;-2.1450538;-2.245837197;-2.509712902;228
-0.281498311;-2.620221821;-2.606886535;-2.645782809;-2.800961286;252
-0.413975618;-1.749622356;-1.739004239;-1.786151004;-1.943628821;228
-0.270430274;-1.409918835;-1.382526934;-1.443180153;-1.621635372;233
-0.367542708;-2.31509865;-2.321839037;-2.383091353;-2.554024859;237
0.281487888;-2.477656592;-2.42730215;-2.43494703;-2.500837961;242
0.169145201;-2.842667766;-2.757852298;-2.720993211;-2.765137139;233
0.445448514;-2.720151758;-2.671662401;-2.643743091;-2.694994914;158
-0.080921908;-2.442110402;-2.424127526;-2.503232897;-2.680748367;179
0.377670439;-2.382094564;-2.392239255;-2.406859091;-2.474786305;219
0.80078579;-3.066679274;-3.016672816;-2.964528235;-2.96006504;103
-0.241466578;-1.806125777;-1.764824232;-1.814067694;-1.973669549;233
0.367355921;-2.449061331;-2.438154511;-2.470224042;-2.557918648;178
0.588607805;-2.93414665;-2.950415308;-2.90785681;-2.934298939;100
-0.355561411;-2.540224959;-2.592236323;-2.637277636;-2.804967589;123
-0.055024092;-2.524886054;-2.555777773;-2.603918399;-2.786471884;132
-0.324909377;-2.785174424;-2.714307698;-2.692607307;-2.770843621;143
-0.347753659;-2.451533927;-2.492120796;-2.525925415;-2.674916999;236
0.348304863;-2.539555172;-2.604634636;-2.652573182;-2.847761816;141
-0.35753548;-2.467041894;-2.457579689;-2.482175688;-2.655851275;230
-0.28777133;-2.490975938;-2.538241485;-2.606338824;-2.864533404;117
-0.738705404;-2.416924275;-2.447469028;-2.49888553;-2.690002966;182
0;-3.216835636;-3.240462085;-3.243228529;-3.070025533;211
-0.844663963;-2.491122581;-2.464076419;-2.575072487;-2.85115898;205
-0.23470407;-2.45259688;-2.463885168;-2.489482201;-2.60762106;179
0.350635608;-2.539047761;-2.568519475;-2.605296396;-2.759351924;122
0.431363764;-2.838767099;-2.709703555;-2.627830244;-2.450785653;244
-0.05527064;-2.085157136;-2.123315255;-2.161990223;-2.313325933;242
-0.00943917;-1.83017967;-1.746299684;-1.756772318;-1.871461773;243
-0.737074531;-2.243485755;-2.218490197;-2.256792857;-2.384651015;201
-0.155522824;-2.659507302;-2.612887392;-2.588896367;-2.647499116;228
-0.318306608;-2.450946564;-2.509708689;-2.560426537;-2.828937339;146
0.51851394;-3.522663099;-3.492036242;-3.367540683;-3.181140947;224
-0.221306221;-2.350150233;-2.357599194;-2.410365348;-2.609114681;245
-0.109578981;-2.129492743;-2.190951438;-2.217686718;-2.322569447;249
0.291701771;-2.48057224;-2.545521321;-2.561817101;-2.683543182;141
-0.522878731;-2.305860228;-2.337828957;-2.420077109;-2.662026878;172
-0.025028006;-2.469627387;-2.439578867;-2.464189971;-2.608013972;156
0.532244644;-2.67515374;-2.583317064;-2.545682404;-2.513867182;170
-0.504455662;-2.566616804;-2.520371576;-2.55304598;-2.726353441;197
-0.074301239;-2.236428563;-2.348744671;-2.491294579;-2.809534952;179
0.344981414;-2.450509595;-2.553164552;-2.583243364;-2.740540396;136
0.087248868;-2.473007188;-2.468413672;-2.509572202;-2.638694768;153
0.066400476;-2.194952975;-2.304196837;-2.408128022;-2.757727729;172
-0.613679426;-2.306425784;-2.223376967;-2.200353415;-2.242612931;194
0.255272505;-2.836851451;-2.893514345;-2.850147772;-2.806896839;223
0.09482038;-2.419059864;-2.407611034;-2.441491467;-2.581141777;187
-0.49757288;-2.456416526;-2.507426635;-2.569139827;-2.802913332;103
-0.392544977;-2.588347471;-2.582717677;-2.615067853;-2.734150302;236
-0.296708622;-2.336047238;-2.387351113;-2.486031028;-2.726776195;209
-0.524328812;-2.514361608;-2.436771971;-2.407817689;-2.409542493;184
-0.557520231;-2.423741024;-2.45187935;-2.525329422;-2.744550194;215
0.73363856;-2.740859285;-2.826702986;-2.715362659;-2.799052426;107
0.512550993;-2.846925438;-2.750953366;-2.751109061;-2.837126261;97
0.190331698;-2.49226027;-2.488971905;-2.528890261;-2.647173852;178
-0.351152292;-2.545828437;-2.597786952;-2.609378016;-2.841714723;104
-0.045757491;-2.338777656;-2.295231525;-2.316912778;-2.44261023;240
-0.437112619;-2.553116126;-2.615541923;-2.697739222;-2.986270227;133
0.568201724;-3.169365787;-3.197749795;-3.076493307;-2.933499646;214
0.042181595;-2.849811123;-2.803103997;-2.816577824;-2.985733224;139
-0.542875374;-2.501567999;-2.529403129;-2.608988633;-2.838966084;211
0;-3.614488459;-3.725872183;-3.540296982;-3.295548328;209
0.744996674;-3.109564449;-3.040678077;-2.892844321;-2.813721331;96
0.670987603;-3.044876766;-2.920051093;-2.849939295;-2.848867437;101
0.132579848;-2.184809238;-2.146110534;-2.160665149;-2.234958832;239
0.142389466;-2.536225824;-2.520896523;-2.526724024;-2.596150888;215
-0.66756154;-2.365734387;-2.390145839;-2.459351867;-2.635129451;173
0.232869105;-2.583040794;-2.530306672;-2.514714648;-2.58089369;180
-0.394694954;-2.422835423;-2.343377223;-2.34848755;-2.369997169;223
-0.108044617;-2.629200374;-2.696298856;-2.709372925;-2.875128801;134
-0.191789027;-2.559369207;-2.576992972;-2.579697615;-2.762326847;156
-0.242603971;-2.510670508;-2.490384758;-2.52496416;-2.684893858;218
-1.385102784;-2.244185035;-2.280901587;-2.355712701;-2.559390936;201
-0.244125144;-2.601582183;-2.67446176;-2.747197195;-3.006234095;143
0.544688022;-2.872229686;-2.810290489;-2.72913817;-2.724865855;154
0.022758194;-2.368119315;-2.272020116;-2.254419113;-2.274391255;184
0.048441804;-2.627275189;-2.65934454;-2.711612815;-2.944874443;98
0;-2.575567094;-2.43170814;-2.391826466;-2.403037591;174
0.15075644;-2.685821717;-2.6687181;-2.636948076;-2.72739058;145
-0.26520017;-2.046147421;-2.010367114;-2.042117332;-2.177136168;246
-0.029420694;-2.745190748;-2.679520744;-2.678346691;-2.766887078;104
-0.034328029;-2.549139306;-2.467604795;-2.437497892;-2.4626289;168
-0.242983765;-2.449135841;-2.486722189;-2.547056783;-2.778040693;252
-0.27572413;-3.264843603;-3.191706634;-3.036045096;-3.058243663;250
0.566790912;-2.740048895;-2.765165716;-2.726816247;-2.796986706;94
-0.658565475;-2.310345708;-2.441436378;-2.579008959;-2.885854915;131
0.533009022;-2.95976764;-2.907766543;-2.852791296;-2.908109096;101
-0.359518563;-2.601978873;-2.602310391;-2.680698812;-2.912283163;178
-0.443697487;-2.310192211;-2.367127543;-2.454262514;-2.683125711;188
-0.772113295;-2.345588848;-2.40932688;-2.522999206;-2.82134501;233
-0.774690718;-2.388765734;-2.457612697;-2.541184844;-2.783354658;233
-0.513810469;-2.155794607;-2.160711299;-2.220485614;-2.397723784;208
-0.756961951;-2.261597395;-2.319170361;-2.41654662;-2.675847235;236
-0.443697499;-2.311791058;-2.457498486;-2.534729157;-2.922938935;245
-0.386158178;-2.362525781;-2.379705462;-2.426719842;-2.602227661;221
0.111766433;-2.11182663;-2.069737982;-2.098155018;-2.200018271;228
0.522770158;-2.535466191;-2.43707531;-2.419889434;-2.381285485;190
-0.113509275;-2.555466351;-2.550844163;-2.614333323;-2.837004798;158
-0.617982957;-2.293241009;-2.371042874;-2.484200575;-2.769671676;131
-0.377785977;-2.013430596;-2.008775697;-2.082733707;-2.268143328;233
-0.494850035;-2.354681502;-2.398660449;-2.496270177;-2.726826434;189
-0.42945706;-1.573076745;-1.605973365;-1.701972868;-1.926604797;237
-0.434541805;-2.218344704;-2.236886834;-2.319308493;-2.530549133;218
-0.814372864;-2.561146242;-2.603472527;-2.663332575;-2.891647779;242
0.28171497;-2.263475937;-2.245920658;-2.283496253;-2.411589901;234
0.261381837;-2.711683243;-2.799382847;-2.826993899;-3.016867818;99
-0.372122305;-2.241006628;-2.274110981;-2.318441843;-2.503623669;214
0.431363764;-3.118608495;-2.981241267;-2.87086267;-2.711641655;252
-0.698970004;-2.434256519;-2.490040744;-2.578387025;-2.825238848;217
-0.153972325;-2.887125659;-2.853940216;-2.848810709;-2.979879967;260
-0.342466112;-2.393221502;-2.447513812;-2.535168249;-2.796391972;226
-0.42136079;-2.439646389;-2.456271831;-2.495748855;-2.655309521;226
-0.475603878;-2.463335017;-2.565034026;-2.660079138;-2.944150547;125
-0.795880017;-2.918199548;-2.852409307;-2.806008236;-2.837126261;95
0.146128036;-3.449325348;-3.556430376;-3.37835539;-3.140070122;201
-0.24814376;-2.477611981;-2.517005859;-2.591337821;-2.810717198;221
0.361538971;-2.530863532;-2.498530065;-2.519215044;-2.573221738;178
-0.431798276;-2.353632548;-2.393787333;-2.495297168;-2.750643613;205
0.024485668;-2.554093764;-2.486110696;-2.526386337;-2.710463219;103
0.096562438;-2.376223156;-2.418666342;-2.445315966;-2.597510952;234
-0.293282218;-2.194484258;-2.24313418;-2.300938369;-2.496213401;234
-0.148741651;-2.278758708;-2.262918729;-2.273008384;-2.386475297;207
0.255272505;-2.9932555;-2.85350886;-2.753882209;-2.588433153;239
-0.013900375;-2.737591393;-2.723390699;-2.6764907;-2.635682817;137
0.064457989;-2.77810296;-2.765098703;-2.766569558;-2.914343085;100
-0.029653124;-2.510021844;-2.492444597;-2.525965799;-2.66245848;205
-0.98088371;-2.343091105;-2.437144821;-2.626505403;-3.04349349;138
0.620864475;-2.980622796;-2.929986898;-2.847048792;-2.767343839;134
-0.608012211;-2.421357696;-2.447197502;-2.492747434;-2.682650706;182
-0.882728704;-2.297115673;-2.397913192;-2.531566853;-2.901728092;116
-0.22366209;-2.880016057;-2.829017016;-2.776926358;-2.856504929;110
-0.316502682;-2.540706899;-2.539752282;-2.579649933;-2.76173856;241
0.50501424;-2.716058659;-2.619117026;-2.624839179;-2.663311571;120
0.018700499;-2.575426234;-2.674212269;-2.686867696;-2.936539037;102
-0.530177984;-2.291909493;-2.374964474;-2.49032324;-2.784299795;150
0.342521373;-1.998914536;-2.088377545;-2.138883358;-2.317269968;196
0.477121255;-3.095018443;-2.985031118;-2.900689945;-2.721494246;156
0.284205068;-2.750988613;-2.761841949;-2.753123177;-2.812261341;109
-0.074687909;-2.458533463;-2.515452043;-2.581788892;-2.828565514;96
