log(chl);log(rrs443);log(rrs490);log(rrs510);log(rrs560);DOY
-0.629857153;-2.31820548;-2.372362692;-2.485812184;-2.778627237;140
0.46686762;-2.777789634;-2.706759021;-2.708014782;-2.77866376;177
-0.625251654;-2.341978581;-2.417797049;-2.545399785;-2.857116445;239
0.562292864;-3.460404565;-3.448817249;-3.324057684;-3.040314326;195
0.936513742;-2.594456263;-2.571590618;-2.581647326;-2.716224247;160
-0.202040356;-2.698194396;-2.680001482;-2.798580479;-3.097873042;128
0.079904468;-2.530577866;-2.583991093;-2.657874715;-2.854715936;161
0.007875744;-2.534144441;-2.482808986;-2.476798564;-2.571811085;229
-0.39631445;-1.952840479;-1.940938602;-1.988268935;-2.154531169;259
0.813113754;-3.0876929;-2.972659364;-2.880295528;-2.807941845;95
0.916453949;-2.417937319;-2.439827257;-2.489846836;-2.671721132;188
0.017033339;-2.495542323;-2.534149493;-2.58142181;-2.802826167;139
0.155578931;-2.442134322;-2.487870965;-2.565018872;-2.800309807;240
-0.061855691;-2.659514441;-2.626917073;-2.622896188;-2.784694033;157
-0.064744718;-2.559266402;-2.505486426;-2.527711437;-2.635923329;234
-0.192126868;-2.546760115;-2.65572683;-2.704355284;-2.935438317;111
0.004965887;-2.589650357;-2.672906219;-2.64993582;-2.79573184;141
0.277723789;-2.60586172;-2.579750583;-2.602352109;-2.759829302;181
-0.174249419;-2.9085272;-2.756167795;-2.726198048;-2.749900225;258
0.430397591;-2.865507012;-2.990273402;-2.9269969;-2.917931628;141
-0.032218092;-2.44322775;-2.399530154;-2.434870659;-2.552693558;234
-0.367036832;-2.256554051;-2.293365501;-2.340095299;-2.507888325;227
-0.153044675;-2.200576046;-2.298420273;-2.348656071;-2.569321353;222
-0.11266407;-2.413643068;-2.476659021;-2.57910287;-2.858230503;135
-0.458420756;-1.883060951;-1.91425203;-2.010657968;-2.238137611;185
-0.220764368;-2.279260453;-2.342390822;-2.405676412;-2.628963186;221
-0.567832731;-2.230783348;-2.328640053;-2.46404241;-2.775179833;185
-0.031750606;-2.601743419;-2.643186622;-2.665385831;-2.845708131;139
-0.192464972;-2.747884926;-2.696255911;-2.661375598;-2.693484906;164
-0.478861916;-2.078660891;-2.12758253;-2.250439834;-2.539562092;252
-0.332547047;-2.311295844;-2.32887346;-2.403386962;-2.591476818;209
-0.113791376;-2.44169676;-2.477191269;-2.516504991;-2.650783686;178
-0.26520017;-2.557327428;-2.561018042;-2.59650937;-2.760657219;145
-0.341273323;-2.302175175;-2.349431493;-2.451396006;-2.698705382;185
0.002166062;-2.45378355;-2.451188901;-2.512860634;-2.710690263;165
0.293583513;-1.929430845;-1.917344579;-1.943632978;-2.056755646;177
0.202760687;-2.454659601;-2.490223728;-2.526483835;-2.64872543;130
-0.235450281;-2.47972954;-2.539498162;-2.603401251;-2.872520703;96
-0.35261703;-2.294705347;-2.328473754;-2.394111904;-2.589549918;234
-0.358030402;-2.381021104;-2.44156721;-2.52848709;-2.826489735;124
0.357839597;-2.731867315;-2.741966457;-2.763367778;-2.935472005;103
0.119420863;-2.683556385;-2.57381857;-2.577418695;-2.664776862;156
-0.679853714;-1.597967246;-1.60090923;-1.684443858;-1.900078147;247
-0.216096421;-2.506744574;-2.569749294;-2.646390133;-2.887507273;126
-0.252976823;-2.37827019;-2.380605899;-2.424052804;-2.601914093;233
0.258278015;-2.733606473;-2.658211457;-2.623569231;-2.613892879;208
0.326294042;-2.702263337;-2.583013526;-2.514126881;-2.535751364;242
0.370883017;-2.599492404;-2.517942485;-2.511994609;-2.571937;242
-0.646853454;-2.257604838;-2.352017257;-2.475329496;-2.838856391;94
-0.084072788;-2.757089777;-2.659153308;-2.647012564;-2.725398612;249
-0.614393726;-1.355737823;-1.374583907;-1.474261408;-1.699016737;227
-0.37675071;-2.277865227;-2.289767431;-2.361279181;-2.550747832;172
0.208978525;-2.357181956;-2.344257816;-2.381932648;-2.481002289;176
-0.374687549;-2.434816877;-2.50987149;-2.609060832;-2.858387514;174
-0.850780887;-2.497125978;-2.492141161;-2.569898649;-2.827859921;158
1.025510673;-2.403467229;-2.376017784;-2.419215594;-2.501009859;172
0.590897539;-2.802414027;-2.806384314;-2.790267357;-2.872039772;100
0.620500418;-2.875466106;-2.83198127;-2.806031575;-2.836193926;104
-0.103198302;-2.085219965;-2.130388146;-2.17461634;-2.313861757;215
0.101747074;-2.421435165;-2.425862893;-2.47378379;-2.640299378;242
-0.170053304;-2.633223774;-2.687898631;-2.733508416;-2.954283987;100
-0.611721137;-2.519430708;-2.567868856;-2.644921631;-2.943149629;93
-0.195179321;-2.064537627;-2.032017993;-2.068925739;-2.196075041;233
0.219584526;-2.90894465;-2.859752549;-2.861018754;-2.967251534;103
-0.440093375;-2.526993136;-2.509364044;-2.628662589;-2.923980681;158
0.086715664;-2.362269974;-2.324609123;-2.350811716;-2.461850841;186
-0.635449005;-2.2440613;-2.320650156;-2.451060537;-2.783860763;140
0.424473273;-2.750153499;-2.727683716;-2.715686824;-2.807863431;106
-0.170053304;-2.499074472;-2.5232382;-2.578954929;-2.797512773;240
-0.2226675;-2.423095929;-2.513634706;-2.600763215;-2.899146829;119
-0.557520231;-2.423718672;-2.4998717;-2.581575068;-2.859928671;103
-0.129402988;-2.44084321;-2.48170076;-2.530012836;-2.689018174;226
-0.32178218;-2.403241531;-2.456425967;-2.507053644;-2.680631985;227
-0.709965389;-2.312924743;-2.29786616;-2.353781599;-2.504568205;190
-0.103887331;-2.61338815;-2.589486628;-2.577962489;-2.678882729;156
0.114110357;-2.578601918;-2.552779156;-2.547134694;-2.614680849;247
0.546172368;-2.402700685;-2.330993002;-2.31113641;-2.300617351;169
-0.634512015;-2.499924562;-2.537961117;-2.59012535;-2.818143269;167
-0.420216403;-2.349450428;-2.365764228;-2.429544979;-2.605319674;181
0.270678836;-2.378903935;-2.336788473;-2.352071961;-2.452002299;231
0.003546693;-2.478356362;-2.501634715;-2.524148595;-2.68966659;229
-0.447733418;-2.181411708;-2.200019304;-2.23833026;-2.405883696;216
-1.298432015;-2.068115317;-2.053404009;-2.08931259;-2.21684737;200
-0.467882884;-2.274119471;-2.395368039;-2.497016438;-2.809615349;118
-0.75325529;-2.205030593;-2.251181231;-2.34367886;-2.658119341;237
0.264345507;-2.465449121;-2.578533786;-2.628454492;-2.899587406;133
-0.343422709;-2.354053062;-2.375296503;-2.43583609;-2.630452424;229
-0.288192771;-2.450413041;-2.441655574;-2.476841789;-2.638192299;180
-0.077793723;-2.873599069;-2.617105345;-2.640287807;-2.713891285;155
-0.572676214;-2.198101627;-2.252262322;-2.339744954;-2.558695198;216
-0.638272164;-3.118673557;-3.044554233;-2.986117932;-3.025621425;235
-0.281913705;-2.148266512;-2.16651292;-2.245740826;-2.481872754;250
0.255272505;-2.61225683;-2.403065166;-2.312194587;-2.145868075;262
0.256236533;-2.572922573;-2.553450252;-2.584256463;-2.742916648;154
0.204119983;-3.282358617;-3.153346253;-3.032241012;-2.871781725;230
0.362067586;-2.075618925;-2.016061341;-2.044466661;-2.156344411;243
-0.555955204;-2.234956519;-2.414524381;-2.504662036;-2.807185086;99
-0.278601624;-2.424820356;-2.483826226;-2.570205423;-2.855201698;98
-0.314706219;-2.502763964;-2.517309744;-2.541851858;-2.717847777;161
-0.158953535;-2.340733732;-2.377402123;-2.445772465;-2.649497102;186
0.097951071;-3.077643096;-3.042270151;-2.985351796;-3.073421946;277
-0.356547324;-2.220832893;-2.268780099;-2.360838158;-2.609894729;197
0.182414652;-2.331531892;-2.367979246;-2.446767082;-2.656278945;158
-0.064744718;-2.358986605;-2.349005048;-2.391037538;-2.536272851;186
-0.096817735;-2.2240045;-2.318306427;-2.409559332;-2.690028279;179
-0.004693941;-2.570142307;-2.61303453;-2.644407697;-2.811430625;241
0.00838723;-2.764583424;-2.755531881;-2.768073927;-2.905233037;100
0.166666883;-2.548267279;-2.564323303;-2.613414541;-2.770035459;221
0.191451014;-2.752894226;-2.680410133;-2.674566236;-2.729250844;227
-0.655607726;-2.515106651;-2.594279621;-2.666189118;-2.927585389;128
0.181557774;-2.592118136;-2.547611801;-2.539869086;-2.62760412;155
-0.561062299;-2.369819041;-2.439133843;-2.527221617;-2.821788488;112
-0.10693211;-2.453088466;-2.472341748;-2.508508458;-2.707706927;238
0.26245109;-2.565160545;-2.585291652;-2.627913941;-2.806793005;157
-0.154281982;-1.936566769;-1.862714204;-1.850924752;-1.968385991;239
-0.607883666;-3.050330963;-2.820078412;-2.831475116;-2.923628298;243
-0.68613278;-2.400833778;-2.41344735;-2.513655397;-2.742921694;195
-0.432973634;-1.50487241;-1.538047862;-1.636614646;-1.864076921;211
0.246572434;-2.857070192;-2.798001562;-2.778503085;-2.826272512;253
0.17912073;-2.298506361;-2.220263071;-2.219291999;-2.275616799;190
0.505149978;-3.256504346;-3.242592583;-3.104939517;-2.892586503;185
0.126131407;-2.697621877;-2.621985501;-2.607739847;-2.645950752;205
-0.273272791;-2.607837188;-2.614738618;-2.675408503;-2.899821138;246
-0.490797478;-2.367249936;-2.448806995;-2.541195112;-2.840425889;94
0.462397998;-3.150353363;-3.137645565;-3.011534244;-2.817789702;214
0.720159303;-2.487836643;-2.551133129;-2.5448083;-2.511390348;153
-0.412850502;-2.151817166;-2.206963652;-2.295445245;-2.516430532;184
-0.154281982;-2.979147099;-2.941205513;-2.89521049;-3.050918989;276
-0.628932138;-2.213626692;-2.295955581;-2.402739106;-2.74595321;117
-0.458732861;-2.341598296;-2.368843793;-2.465035968;-2.703668555;186
-0.458420756;-2.506453844;-2.51900164;-2.599791785;-2.848836466;124
0.832508913;-3.147323033;-3.143930602;-3.037023456;-2.838118037;179
0;-3.163349969;-3.028279413;-2.909410796;-2.755971897;203
-0.214670165;-2.260020843;-2.252062851;-2.304740956;-2.474956489;235
-0.048662481;-2.752906764;-2.726137017;-2.722271629;-2.824742518;235
0.193541989;-2.587366441;-2.612114755;-2.657776746;-2.820639547;137
-0.191114133;-2.408127022;-2.415437553;-2.472912468;-2.644024845;183
-0.254925208;-2.903762448;-2.795657498;-2.768917216;-2.863729494;157
0.61920106;-2.397506365;-2.440054374;-2.449506625;-2.575968355;242
-0.238072162;-2.423567999;-2.467211108;-2.565231558;-2.841568449;124
-0.096910013;-2.40679393;-2.397419602;-2.442732267;-2.618735605;180
0.602765147;-2.711336581;-2.720356094;-2.707610559;-2.821449215;106
-0.237508996;-2.534340448;-2.494027135;-2.52385048;-2.667617901;220
-0.627548299;-2.348321805;-2.331175723;-2.369933543;-2.562299368;252
0.110252917;-2.721466574;-2.670387569;-2.658960378;-2.770542913;132
0.734239604;-2.760770865;-2.947932371;-2.812607894;-2.819046198;96
0.512817759;-2.487198109;-2.464542069;-2.438659939;-2.459124559;245
0.010723865;-2.373050303;-2.35743053;-2.388609708;-2.532360674;239
0.273001272;-2.485935154;-2.546032539;-2.569993837;-2.640057;239
0.09482038;-2.845277875;-2.734188685;-2.709372925;-2.840551021;145
-0.183096161;-1.902211863;-1.894976532;-1.935500193;-2.076296432;233
-0.548981548;-2.279636916;-2.402433147;-2.464943224;-2.727323586;104
-1.301029996;-2.245912778;-2.326073644;-2.404314119;-2.676642279;202
-0.028956208;-2.656024731;-2.618740479;-2.63248437;-2.775297862;241
-0.216096421;-2.345372546;-2.41658062;-2.510210493;-2.802548515;102
0.445604197;-2.437372441;-2.398146239;-2.389553098;-2.416738751;190
0.46478752;-2.726093329;-2.714766395;-2.711306644;-2.818318446;106
0.012415375;-2.468156684;-2.48280529;-2.5211322;-2.722715195;162
0.005180513;-2.501243799;-2.496567519;-2.513329132;-2.678415031;225
0.236713563;-2.916753661;-2.922562322;-2.87103658;-2.931416032;94
-0.408935393;-2.425246436;-2.463039012;-2.530003565;-2.72730597;188
-0.556737013;-2.188416818;-2.314233727;-2.441078893;-2.746823673;99
0.210586025;-2.580329692;-2.621594104;-2.643614229;-2.821316229;156
-0.239766053;-2.609923384;-2.552903395;-2.587433622;-2.758182668;259
-0.080921908;-2.55038925;-2.491587051;-2.567563728;-2.783112897;233
0.400537989;-2.928124618;-2.961619104;-2.898262547;-2.813329806;149
-0.233215485;-2.431353762;-2.490955762;-2.557015363;-2.839729603;104
-0.022505031;-2.497665621;-2.468676946;-2.50882285;-2.683131154;108
-0.342466112;-2.55370288;-2.534657903;-2.570679808;-2.758702613;158
-0.424235019;-2.595535248;-2.590136336;-2.635848214;-2.839175655;239
0.214843848;-2.664933241;-2.643197699;-2.644517063;-2.736301928;160
0.202624524;-2.736136785;-2.739709134;-2.747790152;-2.8651678;248
0.707570176;-3.256422039;-3.210927202;-3.086449982;-2.899352422;174
-0.330218385;-2.45022563;-2.473244594;-2.542486729;-2.732164192;236
-0.698970004;-2.343285308;-2.375430705;-2.464436397;-2.700083224;173
0.063896038;-2.73596674;-2.695339536;-2.714468569;-2.825764241;264
-0.348721986;-2.62405213;-2.623949625;-2.637726052;-2.762122376;172
-0.025949097;-1.753709014;-1.716511228;-1.742553823;-1.858517303;241
-0.890860356;-2.37309193;-2.42381719;-2.488240397;-2.691883343;183
0.585268921;-2.902671876;-2.906374524;-2.887946594;-2.999541627;103
0.064457989;-2.87186837;-2.746538171;-2.707522406;-2.770861558;145
-0.257274869;-2.402281784;-2.445748465;-2.489446947;-2.694944137;134
-0.403952992;-2.543083551;-2.546685789;-2.644236903;-2.93966523;127
-0.023191663;-2.554422727;-2.5218296;-2.542040179;-2.709326889;243
-0.418505458;-2.218371558;-2.293984995;-2.408888403;-2.683948048;223
0.1430148;-2.345053677;-2.414946909;-2.459810598;-2.858999491;157
-0.203425667;-2.514652995;-2.572968548;-2.641910701;-2.918491752;103
-0.05774385;-2.359772357;-2.305795941;-2.339265873;-2.491959121;243
-0.795880017;-2.474880138;-2.379764496;-2.387690419;-2.442637547;175
-1.229147988;-2.195397;-2.328642644;-2.491489;-2.820796473;137
0.121559844;-3.383199019;-3.297966887;-3.108172181;-3.027466705;144
-0.661045748;-2.299576242;-2.392248257;-2.497253422;-2.80879359;113
-0.440093375;-2.394152694;-2.442372993;-2.548135153;-2.785712882;125
0.169233451;-2.593232173;-2.603868506;-2.64449082;-2.774333348;244
-0.357041121;-2.525206857;-2.564632537;-2.627895504;-2.825959682;131
-0.509339347;-1.988863941;-2.014553541;-2.075043897;-2.245937414;236
0.065206128;-2.202789607;-2.153332962;-2.193525281;-2.320128859;242
-0.008552402;-2.767363411;-2.759521393;-2.756418059;-2.915159651;101
-0.689306688;-2.306118702;-2.354685728;-2.464061501;-2.773510938;184
-0.132532512;-2.555802915;-2.377135955;-2.305478071;-2.29296604;265
0.13481437;-2.501468219;-2.521855596;-2.563651426;-2.731452215;129
-0.248720896;-2.46397895;-2.471882854;-2.557280103;-2.772933061;236
-0.017728767;-2.433900293;-2.235559036;-2.183920911;-2.153795114;273
0.260667537;-2.154853694;-2.227134592;-2.249155562;-2.387250994;196
0.945468585;-2.5853652;-2.491323521;-2.476570658;-2.428415187;172
-0.739928622;-2.407990439;-2.486474506;-2.580852328;-2.8385718;201
-0.285251239;-2.860391645;-2.825159862;-2.822621664;-2.953907711;93
0.635383181;-2.574747412;-2.463421484;-2.44433312;-2.348549272;175
0.834280791;-2.669494101;-2.544014217;-2.502529619;-2.373439974;172
-0.50416438;-2.346261536;-2.411252119;-2.509960151;-2.788269845;234
0.475976104;-2.478905479;-2.440040856;-2.464000061;-2.584248793;207
0.489297399;-2.671717869;-2.538347082;-2.484747854;-2.504874896;173
-0.301951677;-2.554086297;-2.585354334;-2.639527388;-2.837893726;214
-0.177276327;-2.534375528;-2.437093964;-2.399954043;-2.462312598;190
-0.153168247;-2.304263075;-2.371713064;-2.462689516;-2.707112003;153
-0.184236355;-2.463554564;-2.485539646;-2.530688101;-2.730256194;215
-0.847711656;-2.339104464;-2.375619915;-2.461571935;-2.695481683;173
0.336159426;-2.531216083;-2.503421526;-2.509845078;-2.650897586;207
-0.796967113;-2.212146642;-2.315876759;-2.458799681;-2.805077641;184
-0.113390847;-2.398676654;-2.397494;-2.438134978;-2.63049675;223
-0.206600796;-2.339516357;-2.364689;-2.442527086;-2.685990287;188
0.453517091;-2.478905479;-2.440040856;-2.464000061;-2.584248793;207
-0.150850953;-2.419203052;-2.353920008;-2.33063746;-2.332458236;164
-1.026872146;-2.121688279;-2.095336054;-2.134984493;-2.225747779;217
-0.617154804;-2.509861937;-2.554757392;-2.628295578;-2.839164859;214
-1.171772035;-2.464772865;-2.400696738;-2.419814524;-2.503505556;191
-0.650722473;-2.323322574;-2.368531676;-2.475423446;-2.793066777;137
0.265124553;-2.572478999;-2.47646449;-2.446808999;-2.485117425;173
-1.251811973;-2.302491944;-2.363312555;-2.466485189;-2.719264602;186
0.933284783;-2.34112193;-2.342309527;-2.390491178;-2.535364272;173
-0.368089717;-2.624122126;-2.647191391;-2.677742861;-2.857685947;214
-0.333248088;-2.484522896;-2.52879501;-2.593725246;-2.822533628;208
-0.326232858;-2.342116047;-2.414797216;-2.497594186;-2.751552949;215
-0.302404539;-2.383356052;-2.394241606;-2.443089912;-2.647089443;213
-1.413784142;-2.453475967;-2.526410855;-2.607748999;-2.885054584;216
-1.063933852;-2.50545124;-2.574271825;-2.63878966;-2.901989664;216
-0.36472742;-2.431811422;-2.479321701;-2.545763273;-2.775551888;211
-0.192284617;-2.228147247;-2.249767234;-2.318607781;-2.502985714;210
-0.218135996;-2.510937315;-2.48249176;-2.499536829;-2.644486798;176
-0.835647144;-2.335999317;-2.387304918;-2.480106277;-2.711514683;180
0.320603198;-2.478905479;-2.440040856;-2.464000061;-2.584248793;207
0.242566273;-2.799542404;-2.665669518;-2.55744404;-2.506093247;186
-0.04406223;-2.695450665;-2.608249679;-2.529723758;-2.550219782;187
-0.103870781;-2.422545082;-2.442830741;-2.500555558;-2.723723213;215
0.034989216;-2.71945418;-2.625434573;-2.524369774;-2.494113432;187
-0.683191248;-2.344406851;-2.39558277;-2.470051984;-2.711189819;186
-0.282262944;-2.383356052;-2.394241606;-2.443089912;-2.647089443;213
-0.858205436;-2.301341149;-2.354482236;-2.45236151;-2.718008831;190
0.373261506;-2.36531168;-2.28841976;-2.299495308;-2.413159843;171
-0.656414179;-2.383356052;-2.394241606;-2.443089912;-2.647089443;213
0.324282455;-2.296924103;-2.297159146;-2.318226445;-2.415499162;168
-0.140047039;-2.72914492;-2.621601554;-2.603921016;-2.721507969;203
-0.347270304;-2.352831002;-2.34633779;-2.397726714;-2.542589879;189
-0.826813732;-2.297774854;-2.324831932;-2.41215383;-2.638847891;172
0.151676225;-2.491291752;-2.457806938;-2.467940156;-2.55774057;174
-0.320790214;-2.431811422;-2.479321701;-2.545763273;-2.775551888;211
-0.261068891;-2.508365487;-2.547875162;-2.604632714;-2.834296093;214
-0.107866424;-2.525288806;-2.497373942;-2.50974352;-2.647779266;223
-0.241027583;-2.339516357;-2.364689;-2.442527086;-2.685990287;188
0.141355692;-2.614846486;-2.540348069;-2.513737178;-2.592851212;187
0.57631831;-2.708129647;-2.566570537;-2.504611093;-2.508864619;173
0.424914289;-2.606952236;-2.466715494;-2.428564173;-2.425812414;171
-0.500656641;-2.484522896;-2.52879501;-2.593725246;-2.822533628;208
0.319439203;-2.531216083;-2.503421526;-2.509845078;-2.650897586;207
0.246867722;-2.799542404;-2.665669518;-2.55744404;-2.506093247;186
-0.093104939;-2.320718044;-2.440148892;-2.500034014;-2.723874042;214
-0.810509686;-3.012006797;-3.213806707;-3.149601304;-3.170464022;199
-0.527360548;-2.321593714;-2.33643221;-2.427886636;-2.681079988;190
-0.504192113;-2.610261556;-2.582624643;-2.610218186;-2.795752462;223
0.196480168;-2.799542404;-2.665669518;-2.55744404;-2.506093247;186
0.225980885;-2.496413987;-2.402938293;-2.380837981;-2.438868193;171
0.301811023;-2.36531168;-2.28841976;-2.299495308;-2.413159843;171
-0.370080964;-2.315967817;-2.365775924;-2.463933068;-2.698568468;186
-0.414973782;-2.30931672;-2.380995834;-2.494614074;-2.804401692;151
-0.510843386;-2.301341149;-2.354482236;-2.45236151;-2.718008831;190
0.175569793;-2.593440575;-2.472719479;-2.404218494;-2.418845969;190
-0.943095149;-2.306103762;-2.353934233;-2.431781961;-2.676363085;211
-0.721909776;-2.365462779;-2.37830817;-2.418229145;-2.611759328;186
0.132835804;-2.618512723;-2.569617562;-2.564512386;-2.678037428;229
0.526597709;-2.596278749;-2.472066199;-2.380958245;-2.33457193;191
-0.545856673;-2.651843173;-2.690251695;-2.758849645;-2.940592229;214
-0.717377887;-2.301341149;-2.354482236;-2.45236151;-2.718008831;190
0.51834282;-2.748164506;-2.621452575;-2.55400433;-2.556839064;173
0.812913357;-2.669494101;-2.544014217;-2.502529619;-2.373439974;172
-0.785686103;-2.334379427;-2.408775068;-2.496398596;-2.746589053;186
-0.227150418;-2.290575349;-2.319781372;-2.402992333;-2.65200802;195
-0.647817482;-2.297774854;-2.324831932;-2.41215383;-2.638847891;172
-0.442841818;-2.484522896;-2.52879501;-2.593725246;-2.822533628;208
-0.727253589;-2.365587526;-2.432593057;-2.51860109;-2.77530304;186
-0.096942586;-2.624122126;-2.647191391;-2.677742861;-2.857685947;214
-0.499159995;-2.517195709;-2.493221083;-2.540483575;-2.727258224;223
0.211334164;-2.543191394;-2.468148133;-2.446479603;-2.523840614;192
-0.117811416;-2.651843173;-2.690251695;-2.758849645;-2.940592229;214
0.587475237;-2.478905479;-2.440040856;-2.464000061;-2.584248793;207
0.229477059;-2.534375528;-2.437093964;-2.399954043;-2.462312598;190
-0.12908718;-2.651843173;-2.690251695;-2.758849645;-2.940592229;214
-0.954598777;-2.341915877;-2.395210054;-2.489647516;-2.744324271;189
0.177336188;-2.515011247;-2.47900688;-2.504331636;-2.689120905;170
-0.597881972;-2.425853631;-2.458549067;-2.518675206;-2.733561792;228
0.332034277;-2.531216083;-2.503421526;-2.509845078;-2.650897586;207
0.471042214;-2.717387855;-2.585809086;-2.520112864;-2.51875421;173
-0.691798539;-2.436193434;-2.575232993;-2.651549098;-2.902143215;214
-0.758752449;-2.339294615;-2.386159235;-2.476333508;-2.715351158;193
-0.396920614;-2.342116047;-2.414797216;-2.497594186;-2.751552949;215
-0.015472687;-2.4554421;-2.296028388;-2.241677529;-2.155521022;217
-0.356054087;-2.772645311;-2.72144119;-2.676226853;-2.720645431;167
0.372506963;-2.478905479;-2.440040856;-2.464000061;-2.584248793;207
-0.66296026;-2.383356052;-2.394241606;-2.443089912;-2.647089443;213
-0.427279382;-2.612251317;-2.652957788;-2.724504599;-2.92842542;212
-0.713094647;-2.315000958;-2.381570729;-2.514878484;-2.857348722;185
0.451310446;-2.543088101;-2.424463012;-2.365304932;-2.386333622;191
-0.142703696;-2.614846486;-2.540348069;-2.513737178;-2.592851212;187
-0.923833061;-2.373279612;-2.416050874;-2.510292613;-2.740877221;193
-0.628193541;-2.460404815;-2.497838318;-2.531565376;-2.711607002;213
0.399691024;-2.407810469;-2.332336582;-2.338072369;-2.421966474;173
-0.339504494;-2.26808149;-2.274217941;-2.328167327;-2.487523998;188
-0.632644079;-2.263267189;-2.305719634;-2.388715243;-2.636944499;170
-1.075720714;-2.307960579;-2.353935215;-2.454499907;-2.692007054;186
0.198189557;-2.51632842;-2.4749526;-2.482127315;-2.616618787;207
-1.088331131;-2.48809419;-2.539640625;-2.609085196;-2.898942366;216
1.004622266;-2.654131475;-2.539288688;-2.515644204;-2.398800111;170
-0.242960968;-2.426474545;-2.416713696;-2.46274346;-2.661112215;188
-0.531490209;-2.427556865;-2.454952672;-2.513734627;-2.709150126;211
1.217747079;-2.696733727;-2.583613321;-2.5477033;-2.437686195;173
-0.079537514;-2.614846486;-2.540348069;-2.513737178;-2.592851212;187
-0.669160259;-2.23219622;-2.294916838;-2.38280427;-2.637268782;236
0.26252228;-2.50992179;-2.443112681;-2.437049291;-2.533555912;171
-0.081890994;-2.456202295;-2.410817399;-2.47431589;-2.652639536;220
-0.827805872;-2.623982329;-2.525356064;-2.499528872;-2.542447959;193
-1;-2.297508718;-2.354911834;-2.455830219;-2.701911431;189
-0.829738285;-2.266376116;-2.280564627;-2.340658361;-2.516567194;190
0.311944485;-2.531216083;-2.503421526;-2.509845078;-2.650897586;207
-0.49036743;-2.538193345;-2.547237117;-2.598435423;-2.792954874;208
-0.426049808;-2.375909614;-2.405575625;-2.466769432;-2.685607517;186
-1.004364805;-2.297261431;-2.335675401;-2.422143684;-2.645540808;189
-0.316916922;-2.614846486;-2.540348069;-2.513737178;-2.592851212;187
-0.787519412;-2.325333279;-2.370018141;-2.464854426;-2.730252227;190
0.050031562;-2.375909614;-2.405575625;-2.466769432;-2.685607517;186
-0.166177419;-2.467258994;-2.463713582;-2.50060644;-2.687841269;215
-0.104001356;-2.189090551;-2.180156899;-2.233239782;-2.369714336;205
-0.151601487;-2.614846486;-2.540348069;-2.513737178;-2.592851212;187
-0.223502212;-2.517195709;-2.493221083;-2.540483575;-2.727258224;223
0.3238294;-2.606952236;-2.466715494;-2.428564173;-2.425812414;171
-1.255707017;-2.212218422;-2.338400729;-2.491734844;-2.847420287;233
